idcliente,idLojista,IdEnderecoLoja_Retira,IdEnderecoLojaRetirada_Retira,IdSku_Retira,User_Retira,Senha_Retira,IdClienteEnderecoSelecionado_Retira
31211798,10037,1883,1883,399774,user_automacao_cb_228ff3e538779as9694@vvtest.com,123456,34614578
31211799,10037,16370,16370,14748261,user_automacao_cb_228ff3e54ce9fas20701@vvtest.com,123456,34614579
31211800,10037,1883,1883,55019818,user_automacao_cb_228ff3e55d64c8s1929@vvtest.com,123456,34614580
31211801,10037,1883,1883,11069560,user_automacao_cb_228ff3e570022es31310@vvtest.com,123456,34614581
31211802,10037,1883,1883,12035911,user_automacao_cb_228ff3e58fbf61s8933@vvtest.com,123456,34614582
31211803,10037,16370,16370,13924037,user_automacao_cb_228ff3e59cde86s20479@vvtest.com,123456,34614583
31211804,10037,1883,1883,2495180,user_automacao_cb_228ff3e5adce9bs19257@vvtest.com,123456,34614584
31211805,10037,16370,16370,55000542,user_automacao_cb_228ff3e5bfa8f0s6222@vvtest.com,123456,34614585
31211806,10037,16370,16370,47945,user_automacao_cb_228ff3e5d5a1e8s21164@vvtest.com,123456,34614586
31211807,10037,16370,16370,12675770,user_automacao_cb_228ff3e5f90871s29347@vvtest.com,123456,34614587
31211808,10037,1883,1883,55007928,user_automacao_cb_228ff3e609f85as28001@vvtest.com,123456,34614588
31211809,10037,1883,1883,55007304,user_automacao_cb_228ff3e6204058s6508@vvtest.com,123456,34614589
31211810,10037,1883,1883,15112819,user_automacao_cb_228ff3e637e6des28118@vvtest.com,123456,34614590
31211811,10037,16370,16370,1765784,user_automacao_cb_228ff3e6492645s7755@vvtest.com,123456,34614591
31211812,10037,1883,1883,50004242,user_automacao_cb_228ff3e6667236s28956@vvtest.com,123456,34614592
31211813,10037,1883,1883,55011887,user_automacao_cb_228ff3e67d2c8es28518@vvtest.com,123456,34614593
31211815,10037,1883,1883,4996372,user_automacao_cb_228ff3e6860712s22813@vvtest.com,123456,34614594
31211816,10037,1883,1883,55004719,user_automacao_cb_228ff3e69d37a4s17622@vvtest.com,123456,34614595
31211817,10037,1883,1883,55013734,user_automacao_cb_228ff3e6b44204s15119@vvtest.com,123456,34614596
31211818,10037,1883,1883,55021661,user_automacao_cb_228ff3e6cfb962s17399@vvtest.com,123456,34614597
31211819,10037,1883,1883,15112840,user_automacao_cb_228ff3e6d9cbefs32651@vvtest.com,123456,34614598
31211820,10037,16370,16370,55014404,user_automacao_cb_228ff3e6ec633fs22335@vvtest.com,123456,34614599
31211821,10037,1883,1883,55020710,user_automacao_cb_228ff3e6fe1828s29476@vvtest.com,123456,34614600
31211822,10037,1883,1883,13857157,user_automacao_cb_228ff3e714d477s19124@vvtest.com,123456,34614601
31211823,10037,1883,1883,9643412,user_automacao_cb_228ff3e72612b4s31794@vvtest.com,123456,34614602
31211824,10037,1883,1883,10131898,user_automacao_cb_228ff3e738d75as621@vvtest.com,123456,34614603
31211825,10037,16370,16370,15112785,user_automacao_cb_228ff3e74d70bds5318@vvtest.com,123456,34614604
31211827,10037,1883,1883,12727918,user_automacao_cb_228ff3e75deb86s22908@vvtest.com,123456,34614606
31211828,10037,1883,1883,55002977,user_automacao_cb_228ff3e7780442s9629@vvtest.com,123456,34614607
31211829,10037,1883,1883,55006693,user_automacao_cb_228ff3e7898f6ds19527@vvtest.com,123456,34614608
31211830,10037,1883,1883,55007295,user_automacao_cb_228ff3e79b1ba5s27334@vvtest.com,123456,34614609
31211831,10037,1883,1883,15283075,user_automacao_cb_228ff3e7af66f4s20401@vvtest.com,123456,34614610
31211832,10037,1883,1883,55003057,user_automacao_cb_228ff3e7c149bbs13182@vvtest.com,123456,34614611
31211833,10037,1883,1883,11490877,user_automacao_cb_228ff3e7d9b6c4s24350@vvtest.com,123456,34614612
31211834,10037,16370,16370,55029511,user_automacao_cb_228ff3e7ed60c4s18519@vvtest.com,123456,34614613
31211835,10037,1883,1883,13319454,user_automacao_cb_228ff3e7fd662cs8014@vvtest.com,123456,34614614
31211836,10037,16370,16370,55021457,user_automacao_cb_228ff3e811637bs12119@vvtest.com,123456,34614615
31211837,10037,1883,1883,55018466,user_automacao_cb_228ff3e82adeecs1822@vvtest.com,123456,34614616
31211838,10037,1883,1883,50000917,user_automacao_cb_228ff3e8414d3cs13283@vvtest.com,123456,34614617
31211839,10037,1883,1883,9991693,user_automacao_cb_228ff3e853eabas14363@vvtest.com,123456,34614618
31211840,10037,1883,1883,2094750,user_automacao_cb_228ff3e86a591es30529@vvtest.com,123456,34614619
31211841,10037,1883,1883,15215229,user_automacao_cb_228ff3e8779f59s11619@vvtest.com,123456,34614620
31211842,10037,16370,16370,8936112,user_automacao_cb_228ff3e897c9d4s6488@vvtest.com,123456,34614621
31211843,10037,1883,1883,10443758,user_automacao_cb_228ff3e8a53893s4755@vvtest.com,123456,34614622
31211844,10037,16370,16370,11439272,user_automacao_cb_228ff3e8b73cd6s2912@vvtest.com,123456,34614623
31211845,10037,16370,16370,55011113,user_automacao_cb_228ff3e8cbdd8bs26664@vvtest.com,123456,34614624
31211846,10037,1883,1883,2394162,user_automacao_cb_228ff3e8de6835s29958@vvtest.com,123456,34614625
31211847,10037,1883,1883,55021721,user_automacao_cb_228ff3e8f858e1s11987@vvtest.com,123456,34614626
31211848,10037,1883,1883,55015365,user_automacao_cb_228ff3e90a3362s5777@vvtest.com,123456,34614627
31211850,10037,1883,1883,12682219,user_automacao_cb_228ff3e923395fs30537@vvtest.com,123456,34614628
31211851,10037,1883,1883,6407803,user_automacao_cb_228ff3e93c8e94s8921@vvtest.com,123456,34614629
31211852,10037,1883,1883,50000562,user_automacao_cb_228ff3e952bf30s4979@vvtest.com,123456,34614631
31211853,10037,1883,1883,55014202,user_automacao_cb_228ff3e974c56fs28943@vvtest.com,123456,34614632
31211854,10037,1883,1883,2411641,user_automacao_cb_228ff3e98678b2s9910@vvtest.com,123456,34614633
31211855,10037,16370,16370,8726173,user_automacao_cb_228ff3e9a59a22s10664@vvtest.com,123456,34614634
31211856,10037,1883,1883,55029513,user_automacao_cb_228ff3e9b61489s26327@vvtest.com,123456,34614635
31211857,10037,1883,1883,55021137,user_automacao_cb_228ff3e9cb8417s28033@vvtest.com,123456,34614636
31211858,10037,1883,1883,55015733,user_automacao_cb_228ff3e9e4632cs20050@vvtest.com,123456,34614637
31211859,10037,16370,16370,55019597,user_automacao_cb_228ff3e9f88779s9044@vvtest.com,123456,34614638
31211860,10037,1883,1883,11803258,user_automacao_cb_228ff3ea0f1cb9s31236@vvtest.com,123456,34614639
31211861,10037,16370,16370,55010976,user_automacao_cb_228ff3ea23dd2ds5651@vvtest.com,123456,34614640
31211862,10037,16370,16370,14133981,user_automacao_cb_228ff3ea36a1efs23292@vvtest.com,123456,34614641
31211863,10037,16370,16370,55007905,user_automacao_cb_228ff3ea512ef6s20424@vvtest.com,123456,34614642
31211864,10037,1883,1883,11488712,user_automacao_cb_228ff3ea637e32s7255@vvtest.com,123456,34614643
31211865,10037,1883,1883,55004581,user_automacao_cb_228ff3ea77546es21884@vvtest.com,123456,34614644
31211866,10037,1883,1883,55021095,user_automacao_cb_228ff3ea91a1a1s28812@vvtest.com,123456,34614645
31211867,10037,16370,16370,11779474,user_automacao_cb_228ff3eaa068d6s30554@vvtest.com,123456,34614646
31211868,10037,1883,1883,55007297,user_automacao_cb_228ff3eab72614s18692@vvtest.com,123456,34614647
31211870,10037,1883,1883,11471014,user_automacao_cb_228ff3eaca38des12044@vvtest.com,123456,34614648
31211871,10037,1883,1883,297199,user_automacao_cb_228ff3eade10f0s11135@vvtest.com,123456,34614649
31211872,10037,1883,1883,15215566,user_automacao_cb_228ff3eaf19796s29346@vvtest.com,123456,34614650
31211873,10037,1883,1883,13395273,user_automacao_cb_228ff3eb06cc18s28615@vvtest.com,123456,34614651
31211874,10037,16370,16370,55027005,user_automacao_cb_228ff3eb1a0486s17219@vvtest.com,123456,34614652
31211875,10037,1883,1883,8936114,user_automacao_cb_228ff3eb2cca75s10224@vvtest.com,123456,34614653
31211876,10037,16370,16370,4935080,user_automacao_cb_228ff3eb418b19s22282@vvtest.com,123456,34614654
31211877,10037,1883,1883,55010596,user_automacao_cb_228ff3eb555fb4s2942@vvtest.com,123456,34614655
31211878,10037,1883,1883,11499868,user_automacao_cb_228ff3eb693601s29831@vvtest.com,123456,34614656
31211879,10037,1883,1883,12035941,user_automacao_cb_228ff3eb83f9a2s13418@vvtest.com,123456,34614657
31211880,10037,16370,16370,13319501,user_automacao_cb_228ff3eb9d00a1s2394@vvtest.com,123456,34614658
31211881,10037,16370,16370,55005084,user_automacao_cb_228ff3ebace14as29815@vvtest.com,123456,34614659
31211882,10037,1883,1883,2938839,user_automacao_cb_228ff3ebc290des21687@vvtest.com,123456,34614660
31211883,10037,16370,16370,55016947,user_automacao_cb_228ff3ebd7984fs4253@vvtest.com,123456,34614661
31211884,10037,1883,1883,55020210,user_automacao_cb_228ff3ebf0c733s25041@vvtest.com,123456,34614663
31211885,10037,1883,1883,55026291,user_automacao_cb_228ff3ec031551s4661@vvtest.com,123456,34614664
31211886,10037,1883,1883,55019986,user_automacao_cb_228ff3ec1df1ces5988@vvtest.com,123456,34614665
31211887,10037,1883,1883,13932250,user_automacao_cb_228ff3ec3596dbs31033@vvtest.com,123456,34614666
31211888,10037,1883,1883,55016923,user_automacao_cb_228ff3ec48d0d5s20522@vvtest.com,123456,34614667
31211889,10037,16370,16370,13341579,user_automacao_cb_228ff3ec602a4fs10115@vvtest.com,123456,34614668
31211890,10037,1883,1883,55014764,user_automacao_cb_228ff3ec79aa94s21990@vvtest.com,123456,34614669
31211891,10037,16370,16370,50005014,user_automacao_cb_228ff3ec847fd0s23289@vvtest.com,123456,34614670
31211892,10037,16370,16370,55010938,user_automacao_cb_228ff3eca0215es25068@vvtest.com,123456,34614672
31211893,10037,1883,1883,55019817,user_automacao_cb_228ff3ecb81875s13038@vvtest.com,123456,34614673
31211894,10037,16370,16370,12358743,user_automacao_cb_228ff3eccefc16s23474@vvtest.com,123456,34614674
31211895,10037,1883,1883,50004150,user_automacao_cb_228ff3ece6c985s20688@vvtest.com,123456,34614675
31211896,10037,1883,1883,55007799,user_automacao_cb_228ff3ecf03f6cs14642@vvtest.com,123456,34614677
31211898,10037,16370,16370,55017016,user_automacao_cb_228ff3ed08f79cs2448@vvtest.com,123456,34614678
31211899,10037,1883,1883,14422948,user_automacao_cb_228ff3ed1ef0a5s29868@vvtest.com,123456,34614679
31211900,10037,1883,1883,34004,user_automacao_cb_228ff3ed355efcs10472@vvtest.com,123456,34614680
31211901,10037,16370,16370,50001136,user_automacao_cb_228ff3ed4a4647s7131@vvtest.com,123456,34614681
31211902,10037,1883,1883,6209573,user_automacao_cb_228ff3ed5d3625s22320@vvtest.com,123456,34614682
31211903,10037,1883,1883,55003179,user_automacao_cb_228ff3ed70a700s19555@vvtest.com,123456,34614683
31211904,10037,1883,1883,12694137,user_automacao_cb_228ff3ed87feb2s7074@vvtest.com,123456,34614684
31211906,10037,1883,1883,55005449,user_automacao_cb_228ff3ed9aeafds14255@vvtest.com,123456,34614685
31211907,10037,1883,1883,1824542,user_automacao_cb_228ff3edad3a73s19133@vvtest.com,123456,34614686
31211908,10037,1883,1883,55018630,user_automacao_cb_228ff3edc1107cs13727@vvtest.com,123456,34614687
31211909,10037,16370,16370,13777816,user_automacao_cb_228ff3edd3af8bs1860@vvtest.com,123456,34614689
31211910,10037,1883,1883,50001471,user_automacao_cb_228ff3edeb563cs6716@vvtest.com,123456,34614690
31211911,10037,1883,1883,50001470,user_automacao_cb_228ff3edfd7eb0s15551@vvtest.com,123456,34614691
31211912,10037,16370,16370,50005496,user_automacao_cb_228ff3ee12db6ds27086@vvtest.com,123456,34614692
31211913,10037,1883,1883,55015576,user_automacao_cb_228ff3ee249150s26308@vvtest.com,123456,34614693
31211914,10037,1883,1883,2295,user_automacao_cb_228ff3ee405627s20655@vvtest.com,123456,34614694
31211915,10037,1883,1883,55011001,user_automacao_cb_228ff3ee54fcdds18096@vvtest.com,123456,34614695
31211916,10037,1883,1883,55010978,user_automacao_cb_228ff3ee66b0b9s12759@vvtest.com,123456,34614696
31211917,10037,1883,1883,50006312,user_automacao_cb_228ff3ee7dbac2s17796@vvtest.com,123456,34614697
31211918,10037,1883,1883,55003342,user_automacao_cb_228ff3ee8ed1b0s21371@vvtest.com,123456,34614698
31211919,10037,1883,1883,11551828,user_automacao_cb_228ff3eeabe274s10390@vvtest.com,123456,34614700
31211920,10037,1883,1883,55018240,user_automacao_cb_228ff3eeb9c422s19145@vvtest.com,123456,34614701
31211921,10037,16370,16370,6346437,user_automacao_cb_228ff3eece8437s9419@vvtest.com,123456,34614702
31211922,10037,16370,16370,25194,user_automacao_cb_228ff3eee0d39es2688@vvtest.com,123456,34614703
31211923,10037,1883,1883,7307380,user_automacao_cb_228ff3ef010980s27875@vvtest.com,123456,34614704
31211924,10037,1883,1883,12716901,user_automacao_cb_228ff3ef18aff6s2791@vvtest.com,123456,34614705
31211925,10037,16370,16370,55019404,user_automacao_cb_228ff3ef2cad5bs25751@vvtest.com,123456,34614706
31211926,10037,1883,1883,55005430,user_automacao_cb_228ff3ef40aa52s25748@vvtest.com,123456,34614707
31211927,10037,1883,1883,1698065,user_automacao_cb_228ff3ef53be6es8089@vvtest.com,123456,34614708
31211928,10037,1883,1883,13924046,user_automacao_cb_228ff3ef76fb12s20499@vvtest.com,123456,34614709
31211929,10037,1883,1883,55012986,user_automacao_cb_228ff3ef8801f8s27671@vvtest.com,123456,34614710
31211930,10037,1883,1883,55012051,user_automacao_cb_228ff3ef9b9736s18059@vvtest.com,123456,34614711
31211931,10037,1883,1883,55005427,user_automacao_cb_228ff3efb1b7f3s20755@vvtest.com,123456,34614712
31211932,10037,1883,1883,55014390,user_automacao_cb_228ff3efc2ce45s24924@vvtest.com,123456,34614713
31211933,10037,16370,16370,55026069,user_automacao_cb_228ff3efdd5b17s30795@vvtest.com,123456,34614714
31211934,10037,1883,1883,12549071,user_automacao_cb_228ff3eff1cd73s3017@vvtest.com,123456,34614716
31211935,10037,1883,1883,50004974,user_automacao_cb_228ff3f0044402s9383@vvtest.com,123456,34614717
31211936,10037,1883,1883,1641177,user_automacao_cb_228ff3f016baa2s32019@vvtest.com,123456,34614718
31211937,10037,1883,1883,50004196,user_automacao_cb_228ff3f02f72bds7317@vvtest.com,123456,34614719
31211938,10037,1883,1883,55020344,user_automacao_cb_228ff3f04c97a4s736@vvtest.com,123456,34614720
31211939,10037,1883,1883,55008347,user_automacao_cb_228ff3f05b1690s17021@vvtest.com,123456,34614721
31211940,10037,1883,1883,4352568,user_automacao_cb_228ff3f078d7b7s32551@vvtest.com,123456,34614722
31211941,10037,1883,1883,55026349,user_automacao_cb_228ff3f08ab206s326@vvtest.com,123456,34614723
31211942,10037,16370,16370,55004289,user_automacao_cb_228ff3f0a035eas4966@vvtest.com,123456,34614724
31211943,10037,1883,1883,55016709,user_automacao_cb_228ff3f0b96344s18167@vvtest.com,123456,34614725
31211944,10037,1883,1883,55005481,user_automacao_cb_228ff3f0ca531as8138@vvtest.com,123456,34614726
31211945,10037,16370,16370,6635881,user_automacao_cb_228ff3f0df3ac7s29508@vvtest.com,123456,34614727
31211946,10037,1883,1883,9600833,user_automacao_cb_228ff3f0f50c97s25991@vvtest.com,123456,34614728
31211947,10037,1883,1883,55010130,user_automacao_cb_228ff3f10b05bes25099@vvtest.com,123456,34614730
31211948,10037,1883,1883,55015167,user_automacao_cb_228ff3f1225e28s26659@vvtest.com,123456,34614731
31211949,10037,1883,1883,2178199,user_automacao_cb_228ff3f134388es22659@vvtest.com,123456,34614732
31211950,10037,16370,16370,14366390,user_automacao_cb_228ff3f14e502es11648@vvtest.com,123456,34614733
31211951,10037,16370,16370,55004131,user_automacao_cb_228ff3f15fb558s32411@vvtest.com,123456,34614734
31211952,10037,16370,16370,55020787,user_automacao_cb_228ff3f179585cs13318@vvtest.com,123456,34614735
31211953,10037,1883,1883,15003651,user_automacao_cb_228ff3f18f9edds29006@vvtest.com,123456,34614737
31211954,10037,1883,1883,55010705,user_automacao_cb_228ff3f19e934as1434@vvtest.com,123456,34614738
31211955,10037,16370,16370,13352664,user_automacao_cb_228ff3f1b83590s4840@vvtest.com,123456,34614739
31211956,10037,1883,1883,55011077,user_automacao_cb_228ff3f1cc32d8s6509@vvtest.com,123456,34614740
31211957,10037,1883,1883,15215550,user_automacao_cb_228ff3f1df6c9fs12457@vvtest.com,123456,34614741
31211958,10037,16370,16370,55018480,user_automacao_cb_228ff3f1f2315fs18877@vvtest.com,123456,34614742
31211959,10037,16370,16370,22249,user_automacao_cb_228ff3f20459c5s16640@vvtest.com,123456,34614743
31211960,10037,1883,1883,55022725,user_automacao_cb_228ff3f2280e77s23076@vvtest.com,123456,34614744
31211961,10037,1883,1883,11663776,user_automacao_cb_228ff3f23b4839s22657@vvtest.com,123456,34614745
31211962,10037,1883,1883,55018629,user_automacao_cb_228ff3f24cd467s5153@vvtest.com,123456,34614746
31211963,10037,16370,16370,12662029,user_automacao_cb_228ff3f25f23e4s32378@vvtest.com,123456,34614747
31211964,10037,1883,1883,15003638,user_automacao_cb_228ff3f274ced4s31907@vvtest.com,123456,34614748
31211965,10037,16370,16370,55026614,user_automacao_cb_228ff3f296fccbs3606@vvtest.com,123456,34614749
31211966,10037,16370,16370,13609912,user_automacao_cb_228ff3f2a52d95s10845@vvtest.com,123456,34614751
31211967,10037,1883,1883,13387428,user_automacao_cb_228ff3f2ba6363s9474@vvtest.com,123456,34614752
31211968,10037,16370,16370,50001246,user_automacao_cb_228ff3f2d00e2es24005@vvtest.com,123456,34614753
31211969,10037,1883,1883,4132,user_automacao_cb_228ff3f2e45972s17403@vvtest.com,123456,34614754
31211970,10037,1883,1883,410960,user_automacao_cb_228ff3f2fe4a16s26368@vvtest.com,123456,34614755
31211971,10037,16370,16370,9600823,user_automacao_cb_228ff3f30e0187s2571@vvtest.com,123456,34614756
31211972,10037,1883,1883,15139528,user_automacao_cb_228ff3f3233758s16695@vvtest.com,123456,34614757
31211973,10037,1883,1883,55013109,user_automacao_cb_228ff3f33538b2s24100@vvtest.com,123456,34614758
31211974,10037,16370,16370,55003905,user_automacao_cb_228ff3f34c912as27971@vvtest.com,123456,34614759
31211975,10037,1883,1883,50004475,user_automacao_cb_228ff3f365be72s13832@vvtest.com,123456,34614760
31211976,10037,1883,1883,55019399,user_automacao_cb_228ff3f377bfd4s3941@vvtest.com,123456,34614761
31211977,10037,1883,1883,14951640,user_automacao_cb_228ff3f38a84a5s11807@vvtest.com,123456,34614762
31211978,10037,16370,16370,12366322,user_automacao_cb_228ff3f39f4505s7189@vvtest.com,123456,34614763
31211979,10037,16370,16370,29175,user_automacao_cb_228ff3f3b4a20ds28512@vvtest.com,123456,34614764
31211980,10037,1883,1883,55009428,user_automacao_cb_228ff3f3cb3728s540@vvtest.com,123456,34614765
31211981,10037,16370,16370,55011473,user_automacao_cb_228ff3f3e045aas2371@vvtest.com,123456,34614766
31211982,10037,16370,16370,55015219,user_automacao_cb_228ff3f3f5c979s17839@vvtest.com,123456,34614768
31211983,10037,16370,16370,2532527,user_automacao_cb_228ff3f4086726s8917@vvtest.com,123456,34614769
31211984,10037,1883,1883,13551537,user_automacao_cb_228ff3f41e8731s29842@vvtest.com,123456,34614770
31211985,10037,1883,1883,50005462,user_automacao_cb_228ff3f4343213s3173@vvtest.com,123456,34614771
31211986,10037,1883,1883,3073308,user_automacao_cb_228ff3f44d387as5397@vvtest.com,123456,34614772
31211987,10037,1883,1883,6882934,user_automacao_cb_228ff3f461d1c4s8716@vvtest.com,123456,34614773
31211988,10037,1883,1883,332148,user_automacao_cb_228ff3f478671es20504@vvtest.com,123456,34614774
31211989,10037,1883,1883,50003849,user_automacao_cb_228ff3f48ab67fs30321@vvtest.com,123456,34614775
31211990,10037,1883,1883,55018628,user_automacao_cb_228ff3f49df06es20209@vvtest.com,123456,34614777
31211991,10037,1883,1883,50004463,user_automacao_cb_228ff3f4bb636as1218@vvtest.com,123456,34614778
31211992,10037,1883,1883,50005138,user_automacao_cb_228ff3f4ce7654s26311@vvtest.com,123456,34614779
31211993,10037,1883,1883,55011078,user_automacao_cb_228ff3f4e09eaes32432@vvtest.com,123456,34614780
31211994,10037,16370,16370,55011057,user_automacao_cb_228ff3f4f3ffa5s23434@vvtest.com,123456,34614781
31211995,10037,16370,16370,4419319,user_automacao_cb_228ff3f507aeb8s20902@vvtest.com,123456,34614782
31211996,10037,1883,1883,55006855,user_automacao_cb_228ff3f537714bs15626@vvtest.com,123456,34614783
31211997,10037,16370,16370,55005416,user_automacao_cb_228ff3f545c916s4275@vvtest.com,123456,34614784
31211998,10037,16370,16370,13341546,user_automacao_cb_228ff3f556e00ds14286@vvtest.com,123456,34614785
31212000,10037,1883,1883,3551588,user_automacao_cb_228ff3f577ae81s15460@vvtest.com,123456,34614786
31211999,10037,1883,1883,50005135,user_automacao_cb_228ff3f572f3b0s7047@vvtest.com,123456,34614787
31212002,10037,1883,1883,50005646,user_automacao_cb_228ff3f5b57aecs27514@vvtest.com,123456,34614788
31212001,10037,1883,1883,55006170,user_automacao_cb_228ff3f5ad3d83s18217@vvtest.com,123456,34614789
31212003,10037,1883,1883,14023,user_automacao_cb_228ff3f5c6e00as27151@vvtest.com,123456,34614790
31212005,10037,16370,16370,55012561,user_automacao_cb_228ff3f5e871b5s25724@vvtest.com,123456,34614791
31212004,10037,16370,16370,55018152,user_automacao_cb_228ff3f5e871b5s25724@vvtest.com,123456,34614792
31212007,10037,1883,1883,55005258,user_automacao_cb_228ff3f61d1660s335@vvtest.com,123456,34614793
31212008,10037,16370,16370,55018239,user_automacao_cb_228ff3f62b6e36s14335@vvtest.com,123456,34614794
31212006,10037,16370,16370,55011878,user_automacao_cb_228ff3f61cef3bs20608@vvtest.com,123456,34614795
31212009,10037,16370,16370,55019147,user_automacao_cb_228ff3f660d634s515@vvtest.com,123456,34614797
31212010,10037,1883,1883,263756,user_automacao_cb_228ff3f672fe99s23518@vvtest.com,123456,34614798
31212011,10037,1883,1883,11439325,user_automacao_cb_228ff3f69c3158s13369@vvtest.com,123456,34614799
31212012,10037,1883,1883,55019967,user_automacao_cb_228ff3f69ddfa3s8940@vvtest.com,123456,34614800
31212013,10037,1883,1883,55020207,user_automacao_cb_228ff3f69f17a3s14238@vvtest.com,123456,34614801
31212015,10037,16370,16370,12370984,user_automacao_cb_228ff3f6c145c0s7549@vvtest.com,123456,34614802
31212016,10037,1883,1883,13329031,user_automacao_cb_228ff3f6d36df2s19765@vvtest.com,123456,34614803
31212017,10037,16370,16370,11488720,user_automacao_cb_228ff3f6fc04bfs23490@vvtest.com,123456,34614804
31212018,10037,1883,1883,55011196,user_automacao_cb_228ff3f70182das14861@vvtest.com,123456,34614805
31212019,10037,1883,1883,55027006,user_automacao_cb_228ff3f704de41s27348@vvtest.com,123456,34614806
31212020,10037,1883,1883,12811170,user_automacao_cb_228ff3f72d4e09s6472@vvtest.com,123456,34614807
31212021,10037,16370,16370,55014391,user_automacao_cb_228ff3f735168ds31928@vvtest.com,123456,34614808
31212022,10037,1883,1883,55021139,user_automacao_cb_228ff3f758a37cs11645@vvtest.com,123456,34614809
31212023,10037,1883,1883,12634694,user_automacao_cb_228ff3f761f24fs30477@vvtest.com,123456,34614810
31212024,10037,16370,16370,55022706,user_automacao_cb_228ff3f76af328s20067@vvtest.com,123456,34614811
31212025,10037,1883,1883,320647,user_automacao_cb_228ff3f78c0f92s1290@vvtest.com,123456,34614812
31212026,10037,1883,1883,1824543,user_automacao_cb_228ff3f79844bds16670@vvtest.com,123456,34614813
31212027,10037,1883,1883,55014210,user_automacao_cb_228ff3f7b6f059s7997@vvtest.com,123456,34614814
31212028,10037,16370,16370,13566579,user_automacao_cb_228ff3f7bd7fdes16297@vvtest.com,123456,34614815
31212029,10037,1883,1883,1743135,user_automacao_cb_228ff3f7cd103bs13891@vvtest.com,123456,34614816
31212030,10037,1883,1883,55005473,user_automacao_cb_228ff3f7e79d1bs3979@vvtest.com,123456,34614817
31212031,10037,1883,1883,55019500,user_automacao_cb_228ff3f7f9c5c2s30183@vvtest.com,123456,34614818
31212032,10037,1883,1883,11665752,user_automacao_cb_228ff3f81bcc79s8688@vvtest.com,123456,34614819
31212033,10037,1883,1883,55021663,user_automacao_cb_228ff3f82a249as24627@vvtest.com,123456,34614820
31212034,10037,16370,16370,2436591,user_automacao_cb_228ff3f83cc202s21610@vvtest.com,123456,34614821
31212035,10037,1883,1883,6460227,user_automacao_cb_228ff3f8588760s5755@vvtest.com,123456,34614822
31212036,10037,1883,1883,55005022,user_automacao_cb_228ff3f86b9a35s14190@vvtest.com,123456,34614823
31212037,10037,1883,1883,10462825,user_automacao_cb_228ff3f89171c5s30093@vvtest.com,123456,34614824
31212038,10037,16370,16370,10462814,user_automacao_cb_228ff3f8a5e542s1355@vvtest.com,123456,34614825
31212039,10037,1883,1883,13193346,user_automacao_cb_228ff3f8b48b2ds26789@vvtest.com,123456,34614826
31212040,10037,1883,1883,13352205,user_automacao_cb_228ff3f8d0778fs15659@vvtest.com,123456,34614827
31212041,10037,1883,1883,55002980,user_automacao_cb_228ff3f8dfe0ees28143@vvtest.com,123456,34614828
31212042,10037,16370,16370,35306,user_automacao_cb_228ff3f8f4ef80s12415@vvtest.com,123456,34614829
31212043,10037,1883,1883,55007792,user_automacao_cb_228ff3f90654c3s23646@vvtest.com,123456,34614830
31212045,10037,16370,16370,55014292,user_automacao_cb_228ff3f91f8206s3994@vvtest.com,123456,34614832
31212046,10037,1883,1883,50005635,user_automacao_cb_228ff3f9392488s7192@vvtest.com,123456,34614833
31212047,10037,16370,16370,55011646,user_automacao_cb_228ff3f944bd4cs12167@vvtest.com,123456,34614834
31212048,10037,1883,1883,50000639,user_automacao_cb_228ff3f95c63dfs9907@vvtest.com,123456,34614835
31212049,10037,1883,1883,1743132,user_automacao_cb_228ff3f96d7b2bs9057@vvtest.com,123456,34614836
31212050,10037,16370,16370,55017864,user_automacao_cb_228ff3f989dc84s22981@vvtest.com,123456,34614837
31212051,10037,16370,16370,410915,user_automacao_cb_228ff3f99dd9dds19786@vvtest.com,123456,34614838
31212052,10037,1883,1883,55014427,user_automacao_cb_228ff3f9af8d33s31224@vvtest.com,123456,34614839
31212053,10037,1883,1883,55011469,user_automacao_cb_228ff3f9c18e65s12255@vvtest.com,123456,34614840
31212054,10037,1883,1883,55014476,user_automacao_cb_228ff3f9d58c37s19868@vvtest.com,123456,34614841
31212055,10037,1883,1883,195980,user_automacao_cb_228ff3f9eb8539s16131@vvtest.com,123456,34614842
31212056,10037,16370,16370,12731668,user_automacao_cb_228ff3fa00e221s6641@vvtest.com,123456,34614843
31212057,10037,1883,1883,12731677,user_automacao_cb_228ff3fa1183b1s19869@vvtest.com,123456,34614844
31212059,10037,1883,1883,1947051,user_automacao_cb_228ff3fa27d1cds23802@vvtest.com,123456,34614845
31212060,10037,1883,1883,55015164,user_automacao_cb_228ff3fa3b0ccas8603@vvtest.com,123456,34614846
31212061,10037,1883,1883,55004354,user_automacao_cb_228ff3fa54ff2bs20208@vvtest.com,123456,34614847
31212062,10037,1883,1883,6346439,user_automacao_cb_228ff3fa64b5b1s26456@vvtest.com,123456,34614848
31212063,10037,1883,1883,13346034,user_automacao_cb_228ff3fa7557b2s29731@vvtest.com,123456,34614849
31212064,10037,1883,1883,12857509,user_automacao_cb_228ff3fa92cd8ds4776@vvtest.com,123456,34614850
31212065,10037,1883,1883,55020311,user_automacao_cb_228ff3faa0622as26356@vvtest.com,123456,34614851
31212066,10037,1883,1883,55011880,user_automacao_cb_228ff3fab39c14s19897@vvtest.com,123456,34614852
